,Hit.Name,Gene,E.Value,Score,Genome,KO
769,225_MALA_SAMN05421660_METAG_BCLNBHCC,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMN05421660,K03782
770,2286_TARA_SAMEA2622716_METAG_FPHJFONJ,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMEA2622716,K03782
771,250_TARA_SAMEA2621037_METAG_GHKOIDBF,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMEA2621037,K03782
772,2513_TARA_SAMEA2622801_METAG_OACOIKDG,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMEA2622801,K03782
773,2594_TARA_SAMEA2620000_METAG_KDOCHGCC,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMEA2620000,K03782
774,2670_MAG10_FICUS,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_MAG10_FICUS,K03782
775,2684_TARA_SAMEA2622695_METAG_CLGIMKPC,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMEA2622695,K03782
776,2685_MALA_SAMN05422107_METAG_FBOLMPMJ,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMN05422107,K03782
777,2704_TARA_SAMEA2622765_METAG_HBCOMCNP,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMEA2622765,K03782
778,2719_TARA_SAMEA2622429_METAG_FNNAGCCN,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMEA2622429,K03782
779,2805_MALA_SAMN05422164_METAG_ENHHGIGI,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMN05422164,K03782
780,2869_TARA_SAMEA2622843_METAG_KKMNMCOG,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMEA2622843,K03782
781,2874_TARA_SAMEA2623098_METAG_BOAFAAIF,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMEA2623098,K03782
782,2972_MALA_SAMN05422114_METAG_HDMCNFBK,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMN05422114,K03782
783,2978_TARA_SAMEA2622678_METAG_NJLMMAFG,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMEA2622678,K03782
784,3100_TARA_SAMEA2623390_METAG_LDEBDOEH,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMEA2623390,K03782
785,3114_2738541261,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_BGP9,K03782
786,3120_MALA_SAMN05422122_METAG_JKIINEFM,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMN05422122,K03782
787,3140_MALA_SAMN05422226_METAG_LFOGBKLO,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMN05422226,K03782
788,3183_2521172683,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_English_Channel_673,K03782
789,3197_2738541262,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_BGP14,K03782
790,3197_GCF_901446755.2,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_83_1,K03782
791,3198_2738541260,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_BGP6,K03782
792,3236_2738541267,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_MIT1002_Genome_closure,K03782
793,3298_TARA_SAMEA2622357_METAG_MMNPPCIF,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMEA2622357,K03782
794,3525_MARD_SAMN05578452_REFG_MMP05578452,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMN05578452,K03782
795,384_MALA_SAMN05422188_METAG_NPFLJJIF,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMN05422188,K03782
796,3853_MAG31,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_MAG31,K03782
797,516_TARA_SAMEA2622736_METAG_KEKDHEDF,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMEA2622736,K03782
798,522_TARA_SAMEA2619974_METAG_MIENHEPK,K03782hits_moreStringent.align,0,1498.6,MIENHEPK,K03782
799,579_TARA_SAMEA2620815_METAG_EEKNENIE,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMEA2620815,K03782
800,591_MALA_SAMN05422115_METAG_EILAGLKN,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMN05422115,K03782
801,638_TARA_SAMEA2622738_METAG_BIOCPOLN,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMEA2622738,K03782
802,656_TARA_SAMEA2622676_METAG_KGFLKMBD,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMEA2622676,K03782
803,867_TARA_SAMEA2621232_METAG_EBHOLINI,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMEA2621232,K03782
804,927_TARA_SAMEA2623513_METAG_EOFNCJHB,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMEA2623513,K03782
805,969_TARA_SAMEA2621839_METAG_PGLOPPIJ,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMEA2621839,K03782
806,1839_2554235747,K03782hits_moreStringent.align,0,1498.5,Alteromonas_macleodii_ATCC_27126,K03782
807,2775_MALA_SAMN05422191_METAG_FAHFBJCK,K03782hits_moreStringent.align,0,1498.5,Alteromonas_macleodii_SAMN05422191,K03782
808,3100_2554235747,K03782hits_moreStringent.align,0,1498.5,Alteromonas_macleodii_ATCC_27126,K03782
809,2215_TARA_SAMEA2622197_METAG_BDHOEKBL,K03782hits_moreStringent.align,0,1498.5,Alteromonas_macleodii_SAMEA2622197,K03782
810,736_MALA_SAMN05422165_METAG_PMFBPPCL,K03782hits_moreStringent.align,0,1498.5,Alteromonas_macleodii_SAMN05422165,K03782
811,1173_TARA_SAMEA2620194_METAG_JCEANMAI,K03782hits_moreStringent.align,0,1498.4,Alteromonas_macleodii_SAMEA2620194,K03782
812,2282_TARA_SAMEA2621099_METAG_HKJHHJDF,K03782hits_moreStringent.align,0,1498.4,Alteromonas_macleodii_SAMEA2621099,K03782
813,2854_MALA_SAMN05421563_METAG_OGDDIGDA,K03782hits_moreStringent.align,0,1498.4,Alteromonas_macleodii_SAMN05421563,K03782
814,918_TARA_SAMEA2621287_METAG_MNDFFPHI,K03782hits_moreStringent.align,0,1498.4,Alteromonas_macleodii_SAMEA2621287,K03782
815,3168_2687453488,K03782hits_moreStringent.align,0,1498.4,Alteromonas_macleodii_HOT1A3,K03782
816,1387_MALA_SAMN05422183_METAG_FCADMKDN,K03782hits_moreStringent.align,0,1498.4,Alteromonas_macleodii_SAMN05422183,K03782
817,1256_TARA_SAMEA2620021_METAG_NHAIJEJL,K03782hits_moreStringent.align,0,1498.4,Alteromonas_macleodii_SAMEA2620021,K03782
818,1988_MALA_SAMN05421707_METAG_GFCKOHMB,K03782hits_moreStringent.align,0,1498.4,Alteromonas_macleodii_SAMN05421707,K03782
819,2028_MALA_SAMN05422113_METAG_BGGGCIFH,K03782hits_moreStringent.align,0,1498.4,Alteromonas_macleodii_SAMN05422113,K03782
820,2155_TARA_SAMEA2620413_METAG_HJGOFLNN,K03782hits_moreStringent.align,0,1498.4,Alteromonas_macleodii_SAMEA2620413,K03782
821,2298_MALA_SAMN05422168_METAG_KJDAIKNE,K03782hits_moreStringent.align,0,1498.4,Alteromonas_macleodii_SAMN05422168,K03782
822,2411_TARA_SAMEA2620035_METAG_KKMHIJLM,K03782hits_moreStringent.align,0,1498.4,Alteromonas_macleodii_SAMEA2620035,K03782
823,2576_MALA_SAMN05422133_METAG_NBFINJIH,K03782hits_moreStringent.align,0,1498.4,Alteromonas_macleodii_SAMN05422133,K03782
824,3020_TARA_SAMEA2622119_METAG_BOODJKMH,K03782hits_moreStringent.align,0,1498.4,Alteromonas_macleodii_SAMEA2622119,K03782
825,456_MALA_SAMN05422121_METAG_EKAOPGOL,K03782hits_moreStringent.align,0,1498.4,Alteromonas_macleodii_SAMN05422121,K03782
826,510_MALA_SAMN05422195_METAG_GNIPIPMH,K03782hits_moreStringent.align,0,1498.4,Alteromonas_macleodii_SAMN05422195,K03782
827,553_MALA_SAMN05421706_METAG_CKJAFDPA,K03782hits_moreStringent.align,0,1498.4,Alteromonas_macleodii_SAMN05421706,K03782
828,677_MALA_SAMN05422120_METAG_GPIHLFDL,K03782hits_moreStringent.align,0,1498.4,Alteromonas_macleodii_SAMN05422120,K03782
829,761_MALA_SAMN05422149_METAG_GLMHGCOP,K03782hits_moreStringent.align,0,1498.4,Alteromonas_macleodii_SAMN05422149,K03782
830,77_TARA_SAMEA2620542_METAG_MEOGFAGI,K03782hits_moreStringent.align,0,1498.4,Alteromonas_macleodii_SAMEA2620542,K03782
831,1202_TARA_SAMEA2619970_METAG_GKNKAGAI,K03782hits_moreStringent.align,0,1498.2,Alteromonas_macleodii_SAMEA2619970,K03782
832,1429_TARA_SAMEA2622568_METAG_DIBMGPDO,K03782hits_moreStringent.align,0,1498.2,Alteromonas_macleodii_SAMEA2622568,K03782
833,108_2802429355,K03782hits_moreStringent.align,0,1498,Alteromonas_sp_EAC615,K03782
834,312_TARA_SAMEA2620828_METAG_NCPOODDG,K03782hits_moreStringent.align,0,1497.9,Alteromonas_macleodii_SAMEA2620828,K03782
835,2731_MALA_SAMN05421913_METAG_FAHHIFON,K03782hits_moreStringent.align,0,1497.8,Alteromonas_macleodii_SAMN05421913,K03782
836,274_TARA_SAMEA2620882_METAG_GFDHHHGO,K03782hits_moreStringent.align,0,1497.8,Alteromonas_macleodii_SAMEA2620882,K03782
837,3236_2785510739,K03782hits_moreStringent.align,0,1497.8,Alteromonas_macleodii_EZ55,K03782
838,1876_TARA_SAMEA2620734_METAG_NONNIGNP,K03782hits_moreStringent.align,0,1497.7,Alteromonas_macleodii_SAMEA2620734,K03782
839,3999_GCF_023805395.1,K03782hits_moreStringent.align,0,1497.6,Alteromonas_macleodii_QZ9_9,K03782
840,1688_BGEO_SAMN07136718_METAG_FMLMDJCG,K03782hits_moreStringent.align,0,1497.6,Alteromonas_macleodii_SAMN07136718,K03782
841,2706_2899573643,K03782hits_moreStringent.align,0,1497.4,Alteromonas_sp_KUL17,K03782
842,2348_MALA_SAMN05422106_METAG_IKNIELCH,K03782hits_moreStringent.align,0,1497.2,Alteromonas_macleodii_SAMN05422106,K03782
843,2397_TARA_SAMEA2622800_METAG_PLGNBFNB,K03782hits_moreStringent.align,0,1497.2,Alteromonas_macleodii_SAMEA2622800,K03782
844,1426_2710724218,K03782hits_moreStringent.align,0,1497.2,Alteromonas_sp_I10,K03782
845,1314_TARA_SAMEA2622219_METAG_OLKBBLOM,K03782hits_moreStringent.align,0,1497.1,Alteromonas_macleodii_SAMEA2622219,K03782
846,1358_TARA_SAMEA2621021_METAG_MKIGFGMC,K03782hits_moreStringent.align,0,1497.1,Alteromonas_macleodii_SAMEA2621021,K03782
847,1383_TARA_SAMEA2622376_METAG_BHCALEEO,K03782hits_moreStringent.align,0,1497.1,Alteromonas_macleodii_SAMEA2622376,K03782
848,1727_TARA_SAMEA2622336_METAG_IANBPKNL,K03782hits_moreStringent.align,0,1497.1,Alteromonas_macleodii_SAMEA2622336,K03782
849,2065_TARA_SAMEA2621076_METAG_KBKFGPDA,K03782hits_moreStringent.align,0,1497.1,Alteromonas_macleodii_SAMEA2621076,K03782
850,2606_TARA_SAMEA2622402_METAG_LANBCGIM,K03782hits_moreStringent.align,0,1497.1,Alteromonas_macleodii_SAMEA2622402,K03782
851,3061_TARA_SAMEA2622097_METAG_CJDFGJHP,K03782hits_moreStringent.align,0,1497.1,Alteromonas_macleodii_SAMEA2622097,K03782
852,3505_TARA_SAMEA2621423_METAG_ACNBNNHJ,K03782hits_moreStringent.align,0,1497.1,Alteromonas_macleodii_SAMEA2621423,K03782
853,597_TARA_SAMEA2621204_METAG_BCMHBGAK,K03782hits_moreStringent.align,0,1497.1,Alteromonas_macleodii_SAMEA2621204,K03782
854,2156_TARA_SAMEA2621155_METAG_FAPDAFJA,K03782hits_moreStringent.align,0,1497,Alteromonas_macleodii_SAMEA2621155,K03782
855,2901_TARA_SAMEA2620217_METAG_OENHAHFA,K03782hits_moreStringent.align,0,1497,Alteromonas_macleodii_SAMEA2620217,K03782
856,3060_2698537011,K03782hits_moreStringent.align,0,1496.8,Alteromonas_sp_BZK5,K03782
857,2925_TARA_SAMEA2623155_METAG_HDJJLLJM,K03782hits_moreStringent.align,0,1496.6,Alteromonas_macleodii_SAMEA2623155,K03782
858,1534_BGEO_SAMN07136711_METAG_NHALNJBN,K03782hits_moreStringent.align,0,1496.6,Alteromonas_macleodii_SAMN07136711,K03782
859,1814_TARA_SAMEA2623649_METAG_NIKIPLNN,K03782hits_moreStringent.align,0,1496.5,Alteromonas_macleodii_SAMEA2623649,K03782
860,1178_TARA_SAMEA2622499_METAG_AGKMCDCN,K03782hits_moreStringent.align,0,1496.4,Alteromonas_macleodii_SAMEA2622499,K03782
861,1962_TARA_SAMEA2622923_METAG_PHDMIKKF,K03782hits_moreStringent.align,0,1496.4,Alteromonas_macleodii_SAMEA2622923,K03782
862,2743_TARA_SAMEA2620259_METAG_OHBFMFFC,K03782hits_moreStringent.align,0,1496.4,Alteromonas_macleodii_SAMEA2620259,K03782
863,3119_TARA_SAMEA2622478_METAG_OEBMNELG,K03782hits_moreStringent.align,0,1496.4,Alteromonas_macleodii_SAMEA2622478,K03782
864,3124_TARA_SAMEA2622733_METAG_LJOLBPGP,K03782hits_moreStringent.align,0,1496.4,Alteromonas_macleodii_SAMEA2622733,K03782
865,3637_TARA_SAMEA2623756_METAG_DMBINDKP,K03782hits_moreStringent.align,0,1496.4,Alteromonas_macleodii_SAMEA2623756,K03782
866,3663_TARA_SAMEA2622545_METAG_KEGJKDAO,K03782hits_moreStringent.align,0,1496.4,Alteromonas_macleodii_SAMEA2622545,K03782
867,532_TARA_SAMEA2623794_METAG_NBFOODCE,K03782hits_moreStringent.align,0,1496.4,Alteromonas_macleodii_SAMEA2623794,K03782
868,887_2915794133,K03782hits_moreStringent.align,0,1496.2,Alteromonas_sp_07_89_2,K03782
869,1812_BGEO_SAMN07136589_METAG_DDMJICEB,K03782hits_moreStringent.align,0,1495.8,Alteromonas_macleodii_SAMN07136589,K03782
870,3286_2684623206,K03782hits_moreStringent.align,0,1495.6,Alteromonas_macleodii_D7,K03782
871,1417_TARA_SAMEA2591098_METAG_ELBPFDCK,K03782hits_moreStringent.align,0,1495.3,Alteromonas_macleodii_SAMEA2591098,K03782
872,3054_2899550177,K03782hits_moreStringent.align,0,1493.2,Alteromonas_portus_HB161718,K03782
873,88_BATS_SAMN07137114_METAG_HCBNBPJK,K03782hits_moreStringent.align,0,1492.8,Alteromonas_macleodii_SAMN07137114,K03782
874,2611_BGEO_SAMN07136715_METAG_KOEDIAMF,K03782hits_moreStringent.align,0,1490.5,Alteromonas_sp_SAMN07136715,K03782
875,1000_2651870153,K03782hits_moreStringent.align,0,1489.7,Alteromonas_macleodii_REDSEA_S12_B5,K03782
876,1840_2651870155,K03782hits_moreStringent.align,0,1489.7,Alteromonas_macleodii_REDSEA_S15_B11,K03782
877,3610_2651870151,K03782hits_moreStringent.align,0,1489.7,Alteromonas_macleodii_REDSEA_S09_B2,K03782
878,3087_2521172684,K03782hits_moreStringent.align,0,1489.4,Alteromonas_macleodii_Black_Sea_11,K03782
879,3135_2855659987,K03782hits_moreStringent.align,0,1489.4,Alteromonas_abrolhosensis_PEL_67E,K03782
880,3622_2844285455,K03782hits_moreStringent.align,0,1489.4,Alteromonas_abrolhosensis_PEL_68C,K03782
881,204_MALA_SAMN05422127_METAG_GFKECADP,K03782hits_moreStringent.align,0,1489,Alteromonas_macleodii_SAMN05422127,K03782
882,2932_2721755611,K03782hits_moreStringent.align,0,1489,Alteromonas_mediterranea_AR43,K03782
883,2952_2721755798,K03782hits_moreStringent.align,0,1489,Alteromonas_mediterranea_CP49,K03782
884,1082_MARD_SAMN10134660_REFG_MMP10134660,K03782hits_moreStringent.align,0,1488.7,Alteromonas_sp_SAMN10134660,K03782
885,2157_GCF_003443615.1,K03782hits_moreStringent.align,0,1488.7,Alteromonas_sp_BL110,K03782
886,2870_GCF_006517115.1,K03782hits_moreStringent.align,0,1487.9,Alteromonas_mediterranea_PT15,K03782
887,2960_GCF_006517095.1,K03782hits_moreStringent.align,0,1487.4,Alteromonas_mediterranea_PT11,K03782
888,473_TARA_SAMEA2591074_METAG_KDMPNFOL,K03782hits_moreStringent.align,0,1487.2,Alteromonas_mediterranea_SAMEA2591074,K03782
889,2979_GCF_009759785.1,K03782hits_moreStringent.align,0,1487.2,Alteromonas_mediterranea_AltCH17,K03782
890,2902_2718218105,K03782hits_moreStringent.align,0,1487.1,Alteromonas_mediterranea_CP48,K03782
891,775_BGEO_SAMN07136709_METAG_OCCKODGL,K03782hits_moreStringent.align,0,1487.1,Alteromonas_sp_SAMN07136709,K03782
892,3121_2561511203,K03782hits_moreStringent.align,0,1487,Alteromonas_macleodii__Ionian_Sea_U4_,K03782
893,3162_2554235400,K03782hits_moreStringent.align,0,1487,Alteromonas_macleodii__Ionian_Sea_U8_,K03782
894,3167_2554235399,K03782hits_moreStringent.align,0,1487,Alteromonas_macleodii__Ionian_Sea_U7_,K03782
895,3322_2561511205,K03782hits_moreStringent.align,0,1487,Alteromonas_macleodii__English_Channel_615_,K03782
896,3293_2721755799,K03782hits_moreStringent.align,0,1486.6,Alteromonas_mediterranea_RG65,K03782
897,3164_2554235401,K03782hits_moreStringent.align,0,1486.1,Alteromonas_macleodii__Ionian_Sea_UM4b_,K03782
898,3279_2687453642,K03782hits_moreStringent.align,0,1486.1,Alteromonas_mediterranea_UM8,K03782
899,3310_2561511204,K03782hits_moreStringent.align,0,1486.1,Alteromonas_macleodii__Ionian_Sea_UM7_,K03782
900,3324_2521172685,K03782hits_moreStringent.align,0,1486.1,Alteromonas_macleodii_AltDE1,K03782
901,3550_2687453526,K03782hits_moreStringent.align,0,1486.1,Alteromonas_mediterranea_U10,K03782
902,2330_MALA_SAMN05422165_METAG_JAPLNBCC,K03782hits_moreStringent.align,0,1485.6,Alteromonas_mediterranea_SAMN05422165,K03782
903,3241_642555105,K03782hits_moreStringent.align,0,1485.6,Alteromonas_mediterranea_DE,K03782
904,308_BGEO_SAMN07136710_METAG_KAKDCGPF,K03782hits_moreStringent.align,0,1484.7,Alteromonas_mediterranea_SAMN07136710,K03782
905,3091_2545824627,K03782hits_moreStringent.align,0,1484,Alteromonas_macleodii__Aegean_Sea_MED64_,K03782
906,3219_GCF_903772925.1,K03782hits_moreStringent.align,0,1483.3,Alteromonas_fortis_ALFOR1,K03782
907,2044_BGEO_SAMN07136708_METAG_BAHNCNMJ,K03782hits_moreStringent.align,0,1482.8,BAHNCNMJ,K03782
908,2646_2731958078,K03782hits_moreStringent.align,0,1482.3,Alteromonas_sp_TK_46_2__DSM_26665,K03782
909,3236_MARD_SAMN07626136_REFG_MMP07626136,K03782hits_moreStringent.align,0,1482.3,Alteromonas_gracilis_SAMN07626136,K03782
910,3092_2718217925,K03782hits_moreStringent.align,0,1482.1,Alteromonas_sp_Mex14,K03782
911,1909_2899569661,K03782hits_moreStringent.align,0,1481.9,Alteromonas_sp_KUL150,K03782
912,1154_TARA_SAMEA2620198_METAG_NOKDNNFF,K03782hits_moreStringent.align,0,1481.7,Alteromonas_mediterranea_SAMEA2620198,K03782
913,3884_2899557523,K03782hits_moreStringent.align,0,1480,Alteromonas_sp_KUL106,K03782
914,163_2524614846,K03782hits_moreStringent.align,0,1478.3,Alteromonas_sp_ALT199,K03782
915,3213_GCF_016756335.1,K03782hits_moreStringent.align,0,1470.5,Alteromonas_sp_KC14,K03782
916,3231_GCF_016756315.1,K03782hits_moreStringent.align,0,1470.5,Alteromonas_sp_KC3,K03782
917,1422_2902028997,K03782hits_moreStringent.align,0,1467.3,Alteromonas_sp_KUL42,K03782
918,1701_2802429353,K03782hits_moreStringent.align,0,1460.8,Alteromonas_sp_IN32,K03782
919,2998_2721755521,K03782hits_moreStringent.align,0,1456.5,Alteromonas_sp_RW2A1,K03782
920,1694_2802429381,K03782hits_moreStringent.align,0,1456.4,Alteromonas_sp_MED681,K03782
921,3148_2775506997,K03782hits_moreStringent.align,0,1453.2,Alteromonas_sp_MB_3u_76,K03782
922,225_TARA_SAMEA2591057_METAG_JFGAADBD,K03782hits_moreStringent.align,0,1450,Alteromonas_sp_SAMEA2591057,K03782
923,2169_2855651425,K03782hits_moreStringent.align,0,1449.4,Alteromonas_sp_V450,K03782
924,2536_2802429382,K03782hits_moreStringent.align,0,1444.1,Alteromonas_sp_NAT174,K03782
925,1120_TARA_SAMEA2620882_METAG_GJEPBGGD,K03782hits_moreStringent.align,0,1440.7,Alteromonas_australica_SAMEA2620882,K03782
926,1120_TARA_SAMEA2622048_METAG_DBDFGENL,K03782hits_moreStringent.align,0,1440.7,Alteromonas_australica_SAMEA2622048,K03782
927,1238_TARA_SAMEA2620995_METAG_BFDFBIKP,K03782hits_moreStringent.align,0,1440.7,Alteromonas_australica_SAMEA2620995,K03782
928,1293_TARA_SAMEA2621216_METAG_ANKHBPBN,K03782hits_moreStringent.align,0,1440.7,Alteromonas_australica_SAMEA2621216,K03782
929,1469_TARA_SAMEA2621020_METAG_DGKNMHLE,K03782hits_moreStringent.align,0,1440.7,Alteromonas_australica_SAMEA2621020,K03782
930,2055_TARA_SAMEA2621295_METAG_EFHEAJNM,K03782hits_moreStringent.align,0,1440.7,Alteromonas_australica_SAMEA2621295,K03782
931,2216_TARA_SAMEA2622801_METAG_LFPDDPPB,K03782hits_moreStringent.align,0,1440.7,Alteromonas_australica_SAMEA2622801,K03782
932,2478_TARA_SAMEA2621044_METAG_NOLHAABM,K03782hits_moreStringent.align,0,1440.7,Alteromonas_australica_SAMEA2621044,K03782
933,2483_TARA_SAMEA2621013_METAG_FHBCEPPH,K03782hits_moreStringent.align,0,1440.7,Alteromonas_australica_SAMEA2621013,K03782
934,2591_2802429356,K03782hits_moreStringent.align,0,1440.7,Alteromonas_sp_EAC37,K03782
935,2640_TARA_SAMEA2623513_METAG_PGGKNGAJ,K03782hits_moreStringent.align,0,1440.7,Alteromonas_australica_SAMEA2623513,K03782
936,2888_TARA_SAMEA2622673_METAG_KABGAJCP,K03782hits_moreStringent.align,0,1440.7,Alteromonas_australica_SAMEA2622673,K03782
937,309_TARA_SAMEA2621242_METAG_MFCNHMLF,K03782hits_moreStringent.align,0,1440.7,Alteromonas_australica_SAMEA2621242,K03782
938,3351_2639762924,K03782hits_moreStringent.align,0,1440.7,Alteromonas_australica_DE170,K03782
939,339_TARA_SAMEA2621132_METAG_LILFEADH,K03782hits_moreStringent.align,0,1440.7,Alteromonas_australica_SAMEA2621132,K03782
940,646_2802429354,K03782hits_moreStringent.align,0,1440.7,Alteromonas_sp_CPC327,K03782
941,743_TARA_SAMEA2621092_METAG_JEDFGNEM,K03782hits_moreStringent.align,0,1440.7,Alteromonas_australica_SAMEA2621092,K03782
942,794_TARA_SAMEA2621232_METAG_LHMCJHIB,K03782hits_moreStringent.align,0,1440.7,Alteromonas_australica_SAMEA2621232,K03782
943,842_TARA_SAMEA2621155_METAG_BMEOCPIO,K03782hits_moreStringent.align,0,1440.7,Alteromonas_australica_SAMEA2621155,K03782
944,942_TARA_SAMEA2621099_METAG_AKPJHAOI,K03782hits_moreStringent.align,0,1440.7,Alteromonas_australica_SAMEA2621099,K03782
945,1087_TARA_SAMEA2622738_METAG_JDKGJOOG,K03782hits_moreStringent.align,0,1440.6,Alteromonas_australica_SAMEA2622738,K03782
946,1242_TARA_SAMEA2621066_METAG_EHDOKGKK,K03782hits_moreStringent.align,0,1440.6,Alteromonas_australica_SAMEA2621066,K03782
947,1246_TARA_SAMEA2623295_METAG_JAJGGAMP,K03782hits_moreStringent.align,0,1440.6,Alteromonas_australica_SAMEA2623295,K03782
948,1275_TARA_SAMEA2622678_METAG_EMNMIPDN,K03782hits_moreStringent.align,0,1440.6,Alteromonas_australica_SAMEA2622678,K03782
949,1363_TARA_SAMEA2621021_METAG_JAJGGMJP,K03782hits_moreStringent.align,0,1440.6,Alteromonas_australica_SAMEA2621021,K03782
950,1485_TARA_SAMEA2622149_METAG_IIKHAJAF,K03782hits_moreStringent.align,0,1440.6,Alteromonas_australica_SAMEA2622149,K03782
951,1562_TARA_SAMEA2623314_METAG_DPHFBFLK,K03782hits_moreStringent.align,0,1440.6,Alteromonas_australica_SAMEA2623314,K03782
952,1612_TARA_SAMEA2622923_METAG_FFMAPNPA,K03782hits_moreStringent.align,0,1440.6,Alteromonas_australica_SAMEA2622923,K03782
953,1648_TARA_SAMEA2622119_METAG_AHJCKKBI,K03782hits_moreStringent.align,0,1440.6,Alteromonas_australica_SAMEA2622119,K03782
954,1701_TARA_SAMEA2623426_METAG_KGGHKKNJ,K03782hits_moreStringent.align,0,1440.6,Alteromonas_australica_SAMEA2623426,K03782
955,1709_TARA_SAMEA2623135_METAG_DJILNNCH,K03782hits_moreStringent.align,0,1440.6,Alteromonas_australica_SAMEA2623135,K03782
956,177_BGEO_SAMN07136708_METAG_KMOHFEJM,K03782hits_moreStringent.align,0,1440.6,Alteromonas_australica_SAMN07136708,K03782
957,1824_TARA_SAMEA2623794_METAG_GMMKMDFK,K03782hits_moreStringent.align,0,1440.6,Alteromonas_australica_SAMEA2623794,K03782
958,2000_TARA_SAMEA2621204_METAG_JIFCLNHI,K03782hits_moreStringent.align,0,1440.6,Alteromonas_australica_SAMEA2621204,K03782
959,2036_2802429386,K03782hits_moreStringent.align,0,1440.6,Alteromonas_sp_NP15,K03782
960,2058_TARA_SAMEA2621812_METAG_NKJCGLGA,K03782hits_moreStringent.align,0,1440.6,Alteromonas_australica_SAMEA2621812,K03782
961,2116_TARA_SAMEA2621779_METAG_AKPKIDGA,K03782hits_moreStringent.align,0,1440.6,Alteromonas_australica_SAMEA2621779,K03782
962,2269_TARA_SAMEA2622823_METAG_PBNJCJBB,K03782hits_moreStringent.align,0,1440.6,Alteromonas_australica_SAMEA2622823,K03782
963,2400_TARA_SAMEA2621176_METAG_JENGLJNG,K03782hits_moreStringent.align,0,1440.6,Alteromonas_australica_SAMEA2621176,K03782
964,2473_TARA_SAMEA2591132_METAG_KHLCFNJJ,K03782hits_moreStringent.align,0,1440.6,Alteromonas_australica_SAMEA2591132,K03782
965,2475_MALA_SAMN05422121_METAG_OGAMKLHO,K03782hits_moreStringent.align,0,1440.6,Alteromonas_australica_SAMN05422121,K03782
966,2667_TARA_SAMEA2621076_METAG_GINCPJEM,K03782hits_moreStringent.align,0,1440.6,Alteromonas_australica_SAMEA2621076,K03782
967,2709_TARA_SAMEA2622737_METAG_EHIMIIMP,K03782hits_moreStringent.align,0,1440.6,Alteromonas_australica_SAMEA2622737,K03782
968,2907_TARA_SAMEA2621037_METAG_BOIEAKJP,K03782hits_moreStringent.align,0,1440.6,Alteromonas_australica_SAMEA2621037,K03782
969,297_TARA_SAMEA2622716_METAG_EODCONKG,K03782hits_moreStringent.align,0,1440.6,Alteromonas_australica_SAMEA2622716,K03782
970,3007_TARA_SAMEA2622696_METAG_FJMHLBNK,K03782hits_moreStringent.align,0,1440.6,Alteromonas_australica_SAMEA2622696,K03782
971,315_MALA_SAMN05422104_METAG_FCEGNAFB,K03782hits_moreStringent.align,0,1440.6,Alteromonas_australica_SAMN05422104,K03782
972,3162_TARA_SAMEA2622097_METAG_CBGOIALJ,K03782hits_moreStringent.align,0,1440.6,Alteromonas_australica_SAMEA2622097,K03782
